Detector Type,Descriptor Type,Frame#,#KeyPointsPerFrame,#KeyPointsPerROI,NeighborhoodSizeMean,NeighborhoodSizeVariance,DetectorTime(ms),DescriptorTime(ms),Matcher Type,Selector Type,#MatchedPoints,MatchDistancesMean,MatchDistancesVariance,MatchingTime(ms))
BRISK,ORB,3,2735,277,10.179,179.501,30.330,5.156,MAT_BF,SEL_KNN,158,14.383,289.584,0.718
BRISK,ORB,4,2757,297,11.296,234.552,28.844,4.055,MAT_BF,SEL_KNN,167,13.656,259.956,0.599
BRISK,ORB,5,2695,279,11.472,253.216,27.637,4.434,MAT_BF,SEL_KNN,160,15.025,315.937,0.562
BRISK,ORB,6,2715,289,10.901,223.183,28.666,3.860,MAT_BF,SEL_KNN,182,12.668,245.892,0.564
BRISK,ORB,7,2628,272,11.074,232.176,28.724,4.678,MAT_BF,SEL_KNN,167,12.934,270.636,0.521
BRISK,ORB,8,2639,266,11.278,238.516,28.197,4.059,MAT_BF,SEL_KNN,171,13.067,273.577,0.531
BRISK,ORB,9,2672,254,11.019,224.861,29.746,3.591,MAT_BF,SEL_KNN,172,12.738,260.054,0.636

Detector Type,Descriptor Type,Frame#,#KeyPointsPerFrame,#KeyPointsPerROI,NeighborhoodSizeMean,NeighborhoodSizeVariance,DetectorTime(ms),DescriptorTime(ms),Matcher Type,Selector Type,#MatchedPoints,MatchDistancesMean,MatchDistancesVariance,MatchingTime(ms))
BRISK,FREAK,0,2757,264,10.775,218.531,28.653,32.864,MAT_BF,SEL_KNN,0,0.000,0.000,0.000
BRISK,FREAK,1,2777,282,10.893,220.895,33.651,45.923,MAT_BF,SEL_KNN,160,20.103,609.799,0.518
BRISK,FREAK,2,2741,282,10.825,208.590,35.451,37.199,MAT_BF,SEL_KNN,177,18.986,563.918,0.611
BRISK,FREAK,3,2735,277,10.179,179.501,29.305,37.450,MAT_BF,SEL_KNN,155,21.606,724.574,0.564
BRISK,FREAK,4,2757,297,11.296,234.552,29.014,33.414,MAT_BF,SEL_KNN,173,20.896,641.186,0.641
BRISK,FREAK,5,2695,279,11.472,253.216,28.373,32.897,MAT_BF,SEL_KNN,161,22.683,724.720,0.677
BRISK,FREAK,6,2715,289,10.901,223.183,27.940,34.039,MAT_BF,SEL_KNN,183,19.566,664.377,0.636
BRISK,FREAK,7,2628,272,11.074,232.176,28.914,33.526,MAT_BF,SEL_KNN,169,20.234,710.966,0.624
BRISK,FREAK,8,2639,266,11.278,238.516,28.064,33.503,MAT_BF,SEL_KNN,178,20.337,675.926,0.567
BRISK,FREAK,9,2672,254,11.019,224.861,27.808,33.555,MAT_BF,SEL_KNN,168,19.896,663.040,0.561

Detector Type,Descriptor Type,Frame#,#KeyPointsPerFrame,#KeyPointsPerROI,NeighborhoodSizeMean,NeighborhoodSizeVariance,DetectorTime(ms),DescriptorTime(ms),Matcher Type,Selector Type,#MatchedPoints,MatchDistancesMean,MatchDistancesVariance,MatchingTime(ms))
BRISK,SIFT,0,2757,264,10.775,218.531,28.616,19.434,MAT_BF,SEL_KNN,0,0.000,0.000,0.000
BRISK,SIFT,1,2777,282,10.893,220.895,30.031,23.891,MAT_BF,SEL_KNN,182,50.855,4142.986,1.013
BRISK,SIFT,2,2741,282,10.825,208.590,28.195,19.309,MAT_BF,SEL_KNN,193,50.284,4251.932,0.908
BRISK,SIFT,3,2735,277,10.179,179.501,26.794,20.435,MAT_BF,SEL_KNN,169,53.056,4747.213,0.900
BRISK,SIFT,4,2757,297,11.296,234.552,29.328,20.100,MAT_BF,SEL_KNN,183,52.802,4427.450,0.835
BRISK,SIFT,5,2695,279,11.472,253.216,28.651,20.491,MAT_BF,SEL_KNN,171,51.592,4271.452,1.424
BRISK,SIFT,6,2715,289,10.901,223.183,28.142,27.168,MAT_BF,SEL_KNN,195,42.048,3016.748,1.204
BRISK,SIFT,7,2628,272,11.074,232.176,27.603,18.165,MAT_BF,SEL_KNN,194,51.644,4318.241,1.078
BRISK,SIFT,8,2639,266,11.278,238.516,28.319,17.379,MAT_BF,SEL_KNN,176,46.068,3600.229,0.740
BRISK,SIFT,9,2672,254,11.019,224.861,29.106,16.677,MAT_BF,SEL_KNN,183,47.478,3737.880,0.690

Detector Type,Descriptor Type,Frame#,#KeyPointsPerFrame,#KeyPointsPerROI,NeighborhoodSizeMean,NeighborhoodSizeVariance,DetectorTime(ms),DescriptorTime(ms),Matcher Type,Selector Type,#MatchedPoints,MatchDistancesMean,MatchDistancesVariance,MatchingTime(ms))
ORB,BRISK,0,500,92,28.536,1136.042,12.335,0.800,MAT_BF,SEL_KNN,0,0.000,0.000,0.000
ORB,BRISK,1,500,102,28.614,1150.613,5.654,1.161,MAT_BF,SEL_KNN,73,16.377,566.166,0.138
ORB,BRISK,2,500,106,28.247,1125.248,7.670,0.910,MAT_BF,SEL_KNN,74,18.041,683.269,0.136
ORB,BRISK,3,500,113,27.572,1066.045,6.374,0.955,MAT_BF,SEL_KNN,79,19.196,847.094,0.135
ORB,BRISK,4,500,109,28.372,1108.857,6.051,0.956,MAT_BF,SEL_KNN,85,16.200,606.760,0.138
ORB,BRISK,5,500,125,28.318,1091.031,5.923,1.114,MAT_BF,SEL_KNN,79,15.456,516.792,0.149
ORB,BRISK,6,500,130,28.384,1120.273,6.135,1.061,MAT_BF,SEL_KNN,92,16.826,647.796,0.163
ORB,BRISK,7,500,129,27.715,1065.637,6.162,1.103,MAT_BF,SEL_KNN,90,21.378,1041.902,0.316
ORB,BRISK,8,500,127,27.336,1058.226,5.773,1.029,MAT_BF,SEL_KNN,88,21.608,990.545,0.211
ORB,BRISK,9,500,128,27.194,1010.980,6.251,1.105,MAT_BF,SEL_KNN,91,21.176,988.694,0.161

Detector Type,Descriptor Type,Frame#,#KeyPointsPerFrame,#KeyPointsPerROI,NeighborhoodSizeMean,NeighborhoodSizeVariance,DetectorTime(ms),DescriptorTime(ms),Matcher Type,Selector Type,#MatchedPoints,MatchDistancesMean,MatchDistancesVariance,MatchingTime(ms))
ORB,BRIEF,0,500,92,28.536,1136.042,6.564,0.697,MAT_BF,SEL_KNN,0,0.000,0.000,0.000
ORB,BRIEF,1,500,102,28.614,1150.613,6.214,0.448,MAT_BF,SEL_KNN,49,4.459,61.146,0.264
ORB,BRIEF,2,500,106,28.247,1125.248,5.658,0.782,MAT_BF,SEL_KNN,43,6.233,97.806,0.221
ORB,BRIEF,3,500,113,27.572,1066.045,5.665,0.584,MAT_BF,SEL_KNN,45,4.644,61.851,0.232
ORB,BRIEF,4,500,109,28.372,1108.857,6.107,0.569,MAT_BF,SEL_KNN,59,6.169,84.327,0.250
ORB,BRIEF,5,500,125,28.318,1091.031,6.305,0.698,MAT_BF,SEL_KNN,53,4.028,40.273,0.229
ORB,BRIEF,6,500,130,28.384,1120.273,5.211,0.636,MAT_BF,SEL_KNN,78,5.346,72.726,0.322
ORB,BRIEF,7,500,129,27.715,1065.637,6.132,0.602,MAT_BF,SEL_KNN,68,4.162,40.018,0.283
ORB,BRIEF,8,500,127,27.336,1058.226,5.971,0.662,MAT_BF,SEL_KNN,84,4.899,46.912,0.195
ORB,BRIEF,9,500,128,27.194,1010.980,5.729,0.867,MAT_BF,SEL_KNN,66,4.629,46.749,0.303

Detector Type,Descriptor Type,Frame#,#KeyPointsPerFrame,#KeyPointsPerROI,NeighborhoodSizeMean,NeighborhoodSizeVariance,DetectorTime(ms),DescriptorTime(ms),Matcher Type,Selector Type,#MatchedPoints,MatchDistancesMean,MatchDistancesVariance,MatchingTime(ms))
ORB,ORB,0,500,92,28.536,1136.042,6.168,4.557,MAT_BF,SEL_KNN,0,0.000,0.000,0.000
ORB,ORB,1,500,102,28.614,1150.613,6.084,4.109,MAT_BF,SEL_KNN,67,11.970,216.477,0.201
ORB,ORB,2,500,106,28.247,1125.248,6.436,4.403,MAT_BF,SEL_KNN,70,10.721,194.630,0.227
ORB,ORB,3,500,113,27.572,1066.045,6.645,3.616,MAT_BF,SEL_KNN,72,12.354,255.895,0.269
ORB,ORB,4,500,109,28.372,1108.857,6.854,4.372,MAT_BF,SEL_KNN,84,11.845,233.488,0.158
ORB,ORB,5,500,125,28.318,1091.031,6.093,3.518,MAT_BF,SEL_KNN,91,12.676,264.791,0.229
ORB,ORB,6,500,130,28.384,1120.273,6.494,3.724,MAT_BF,SEL_KNN,101,11.762,246.310,0.264
ORB,ORB,7,500,129,27.715,1065.637,6.418,3.638,MAT_BF,SEL_KNN,92,10.462,209.672,0.179
ORB,ORB,8,500,127,27.336,1058.226,6.615,4.790,MAT_BF,SEL_KNN,93,11.220,236.677,0.165
ORB,ORB,9,500,128,27.194,1010.980,7.005,4.547,MAT_BF,SEL_KNN,93,10.774,223.508,0.352

Detector Type,Descriptor Type,Frame#,#KeyPointsPerFrame,#KeyPointsPerROI,NeighborhoodSizeMean,NeighborhoodSizeVariance,DetectorTime(ms),DescriptorTime(ms),Matcher Type,Selector Type,#MatchedPoints,MatchDistancesMean,MatchDistancesVariance,MatchingTime(ms))
ORB,FREAK,0,500,92,28.536,1136.042,6.168,33.819,MAT_BF,SEL_KNN,0,0.000,0.000,0.000
ORB,FREAK,1,500,102,28.614,1150.613,5.238,34.693,MAT_BF,SEL_KNN,42,14.464,404.677,0.106
ORB,FREAK,2,500,106,28.247,1125.248,7.084,31.282,MAT_BF,SEL_KNN,36,12.569,299.162,0.182
ORB,FREAK,3,500,113,27.572,1066.045,6.074,31.698,MAT_BF,SEL_KNN,44,14.534,495.453,0.211
ORB,FREAK,4,500,109,28.372,1108.857,6.339,32.736,MAT_BF,SEL_KNN,47,14.011,387.840,0.143
ORB,FREAK,5,500,125,28.318,1091.031,6.692,31.378,MAT_BF,SEL_KNN,44,15.966,472.692,0.162
ORB,FREAK,6,500,130,28.384,1120.273,6.803,30.851,MAT_BF,SEL_KNN,51,15.578,516.420,0.183
ORB,FREAK,7,500,129,27.715,1065.637,5.945,32.165,MAT_BF,SEL_KNN,52,15.740,512.365,0.181
ORB,FREAK,8,500,127,27.336,1058.226,5.991,32.649,MAT_BF,SEL_KNN,48,16.875,536.547,0.192
ORB,FREAK,9,500,128,27.194,1010.980,6.049,35.294,MAT_BF,SEL_KNN,56,17.134,595.062,0.230

Detector Type,Descriptor Type,Frame#,#KeyPointsPerFrame,#KeyPointsPerROI,NeighborhoodSizeMean,NeighborhoodSizeVariance,DetectorTime(ms),DescriptorTime(ms),Matcher Type,Selector Type,#MatchedPoints,MatchDistancesMean,MatchDistancesVariance,MatchingTime(ms))
ORB,SIFT,0,500,92,28.536,1136.042,6.636,30.645,MAT_BF,SEL_KNN,0,0.000,0.000,0.000
ORB,SIFT,1,500,102,28.614,1150.613,6.328,21.634,MAT_BF,SEL_KNN,67,34.185,2556.171,0.201
ORB,SIFT,2,500,106,28.247,1125.248,6.762,23.761,MAT_BF,SEL_KNN,79,34.845,2847.599,0.178
ORB,SIFT,3,500,113,27.572,1066.045,8.323,32.305,MAT_BF,SEL_KNN,78,38.257,3156.228,0.221
ORB,SIFT,4,500,109,28.372,1108.857,8.862,31.056,MAT_BF,SEL_KNN,79,30.377,2170.432,0.249
ORB,SIFT,5,500,125,28.318,1091.031,7.972,29.589,MAT_BF,SEL_KNN,82,35.263,2897.548,0.260
ORB,SIFT,6,500,130,28.384,1120.273,7.060,23.114,MAT_BF,SEL_KNN,95,33.260,2928.516,0.259
ORB,SIFT,7,500,129,27.715,1065.637,8.185,34.496,MAT_BF,SEL_KNN,95,31.041,2266.553,0.236
ORB,SIFT,8,500,127,27.336,1058.226,6.361,25.844,MAT_BF,SEL_KNN,94,35.200,3114.828,0.274
ORB,SIFT,9,500,128,27.194,1010.980,6.515,21.773,MAT_BF,SEL_KNN,94,29.264,2217.141,0.292

Detector Type,Descriptor Type,Frame#,#KeyPointsPerFrame,#KeyPointsPerROI,NeighborhoodSizeMean,NeighborhoodSizeVariance,DetectorTime(ms),DescriptorTime(ms),Matcher Type,Selector Type,#MatchedPoints,MatchDistancesMean,MatchDistancesVariance,MatchingTime(ms))
AKAZE,BRISK,0,1351,166,3.865,21.399,84.406,2.567,MAT_BF,SEL_KNN,0,0.000,0.000,0.000
AKAZE,BRISK,1,1327,157,3.745,18.988,67.796,2.581,MAT_BF,SEL_KNN,137,16.485,490.848,0.227
AKAZE,BRISK,2,1311,161,3.726,18.948,65.564,2.847,MAT_BF,SEL_KNN,125,15.296,442.256,0.379
AKAZE,BRISK,3,1351,155,3.788,19.137,68.170,2.473,MAT_BF,SEL_KNN,129,16.109,452.616,0.216
AKAZE,BRISK,4,1360,163,3.867,19.698,61.452,2.524,MAT_BF,SEL_KNN,129,15.806,440.180,0.381
AKAZE,BRISK,5,1347,164,3.844,19.287,64.110,2.610,MAT_BF,SEL_KNN,131,18.084,620.924,0.222
AKAZE,BRISK,6,1363,173,3.869,19.698,64.357,2.680,MAT_BF,SEL_KNN,132,15.152,452.591,0.332
AKAZE,BRISK,7,1331,175,3.913,20.329,63.083,2.614,MAT_BF,SEL_KNN,142,14.662,385.407,0.244
AKAZE,BRISK,8,1357,177,3.908,20.234,60.193,2.671,MAT_BF,SEL_KNN,146,14.082,343.863,0.238
AKAZE,BRISK,9,1331,179,3.943,20.835,58.394,2.653,MAT_BF,SEL_KNN,144,14.580,438.389,0.243

Detector Type,Descriptor Type,Frame#,#KeyPointsPerFrame,#KeyPointsPerROI,NeighborhoodSizeMean,NeighborhoodSizeVariance,DetectorTime(ms),DescriptorTime(ms),Matcher Type,Selector Type,#MatchedPoints,MatchDistancesMean,MatchDistancesVariance,MatchingTime(ms))
AKAZE,BRIEF,0,1351,166,3.865,21.399,59.888,2.089,MAT_BF,SEL_KNN,0,0.000,0.000,0.000
AKAZE,BRIEF,1,1327,157,3.745,18.988,62.575,2.015,MAT_BF,SEL_KNN,141,5.376,57.298,0.296
AKAZE,BRIEF,2,1311,161,3.726,18.948,65.571,2.439,MAT_BF,SEL_KNN,134,4.963,50.245,0.336
AKAZE,BRIEF,3,1351,155,3.788,19.137,59.653,2.038,MAT_BF,SEL_KNN,131,5.763,63.433,0.268
AKAZE,BRIEF,4,1360,163,3.867,19.698,60.573,2.557,MAT_BF,SEL_KNN,130,5.408,75.811,0.555
AKAZE,BRIEF,5,1347,164,3.844,19.287,63.051,2.256,MAT_BF,SEL_KNN,134,5.832,78.050,0.200
AKAZE,BRIEF,6,1363,173,3.869,19.698,65.920,2.751,MAT_BF,SEL_KNN,146,4.976,55.503,0.390
AKAZE,BRIEF,7,1331,175,3.913,20.329,68.833,2.176,MAT_BF,SEL_KNN,150,5.313,79.388,0.326
AKAZE,BRIEF,8,1357,177,3.908,20.234,65.007,2.129,MAT_BF,SEL_KNN,148,4.858,60.818,0.334
AKAZE,BRIEF,9,1331,179,3.943,20.835,59.427,2.176,MAT_BF,SEL_KNN,152,5.135,63.715,0.246

Detector Type,Descriptor Type,Frame#,#KeyPointsPerFrame,#KeyPointsPerROI,NeighborhoodSizeMean,NeighborhoodSizeVariance,DetectorTime(ms),DescriptorTime(ms),Matcher Type,Selector Type,#MatchedPoints,MatchDistancesMean,MatchDistancesVariance,MatchingTime(ms))
AKAZE,ORB,0,1351,166,3.865,21.399,61.389,3.611,MAT_BF,SEL_KNN,0,0.000,0.000,0.000
AKAZE,ORB,1,1327,157,3.745,18.988,56.416,3.491,MAT_BF,SEL_KNN,131,11.202,184.253,0.275
AKAZE,ORB,2,1311,161,3.726,18.948,60.578,3.583,MAT_BF,SEL_KNN,129,11.264,199.869,0.192
AKAZE,ORB,3,1351,155,3.788,19.137,68.017,2.505,MAT_BF,SEL_KNN,127,11.752,210.423,0.290
AKAZE,ORB,4,1360,163,3.867,19.698,64.685,3.737,MAT_BF,SEL_KNN,117,10.897,209.152,0.222
AKAZE,ORB,5,1347,164,3.844,19.287,63.898,4.056,MAT_BF,SEL_KNN,130,11.038,191.375,0.283
AKAZE,ORB,6,1363,173,3.869,19.698,64.939,4.277,MAT_BF,SEL_KNN,131,9.668,156.298,0.287
AKAZE,ORB,7,1331,175,3.913,20.329,72.693,2.878,MAT_BF,SEL_KNN,137,10.412,188.060,0.255
AKAZE,ORB,8,1357,177,3.908,20.234,65.957,3.706,MAT_BF,SEL_KNN,135,9.485,168.620,0.204
AKAZE,ORB,9,1331,179,3.943,20.835,63.349,2.603,MAT_BF,SEL_KNN,145,10.066,162.675,0.306

Detector Type,Descriptor Type,Frame#,#KeyPointsPerFrame,#KeyPointsPerROI,NeighborhoodSizeMean,NeighborhoodSizeVariance,DetectorTime(ms),DescriptorTime(ms),Matcher Type,Selector Type,#MatchedPoints,MatchDistancesMean,MatchDistancesVariance,MatchingTime(ms))
AKAZE,FREAK,0,1351,166,3.865,21.399,61.972,40.623,MAT_BF,SEL_KNN,0,0.000,0.000,0.000
AKAZE,FREAK,1,1327,157,3.745,18.988,55.365,41.694,MAT_BF,SEL_KNN,126,14.925,339.459,0.313
AKAZE,FREAK,2,1311,161,3.726,18.948,61.250,42.949,MAT_BF,SEL_KNN,129,14.527,319.916,0.320
AKAZE,FREAK,3,1351,155,3.788,19.137,53.439,41.520,MAT_BF,SEL_KNN,127,16.201,443.239,0.322
AKAZE,FREAK,4,1360,163,3.867,19.698,56.358,33.392,MAT_BF,SEL_KNN,121,14.773,355.506,0.233
AKAZE,FREAK,5,1347,164,3.844,19.287,76.630,43.691,MAT_BF,SEL_KNN,122,15.197,347.838,0.622
AKAZE,FREAK,6,1363,173,3.869,19.698,60.202,42.381,MAT_BF,SEL_KNN,133,13.444,303.074,0.355
AKAZE,FREAK,7,1331,175,3.913,20.329,56.316,40.524,MAT_BF,SEL_KNN,144,13.281,311.334,0.382
AKAZE,FREAK,8,1357,177,3.908,20.234,53.762,40.346,MAT_BF,SEL_KNN,147,12.497,236.359,0.380
AKAZE,FREAK,9,1331,179,3.943,20.835,55.272,41.549,MAT_BF,SEL_KNN,138,12.250,263.188,0.463

Detector Type,Descriptor Type,Frame#,#KeyPointsPerFrame,#KeyPointsPerROI,NeighborhoodSizeMean,NeighborhoodSizeVariance,DetectorTime(ms),DescriptorTime(ms),Matcher Type,Selector Type,#MatchedPoints,MatchDistancesMean,MatchDistancesVariance,MatchingTime(ms))
AKAZE,AKAZE,0,1351,166,3.865,21.399,63.228,58.772,MAT_BF,SEL_KNN,0,0.000,0.000,0.000
AKAZE,AKAZE,1,1327,157,3.745,18.988,60.188,30.284,MAT_BF,SEL_KNN,138,13.768,386.838,0.303
AKAZE,AKAZE,2,1311,161,3.726,18.948,62.668,57.781,MAT_BF,SEL_KNN,138,14.123,518.420,0.297
AKAZE,AKAZE,3,1351,155,3.788,19.137,64.307,56.957,MAT_BF,SEL_KNN,133,13.207,402.299,0.358
AKAZE,AKAZE,4,1360,163,3.867,19.698,64.103,34.706,MAT_BF,SEL_KNN,127,13.571,476.025,0.398
AKAZE,AKAZE,5,1347,164,3.844,19.287,66.310,53.819,MAT_BF,SEL_KNN,129,14.512,507.746,0.321
AKAZE,AKAZE,6,1363,173,3.869,19.698,37.351,28.688,MAT_BF,SEL_KNN,146,13.699,508.937,0.350
AKAZE,AKAZE,7,1331,175,3.913,20.329,63.485,51.806,MAT_BF,SEL_KNN,147,13.616,446.400,0.308
AKAZE,AKAZE,8,1357,177,3.908,20.234,36.619,29.417,MAT_BF,SEL_KNN,151,13.159,399.968,0.331
AKAZE,AKAZE,9,1331,179,3.943,20.835,66.307,56.734,MAT_BF,SEL_KNN,150,11.967,275.786,0.372

Detector Type,Descriptor Type,Frame#,#KeyPointsPerFrame,#KeyPointsPerROI,NeighborhoodSizeMean,NeighborhoodSizeVariance,DetectorTime(ms),DescriptorTime(ms),Matcher Type,Selector Type,#MatchedPoints,MatchDistancesMean,MatchDistancesVariance,MatchingTime(ms))
AKAZE,SIFT,0,1351,166,3.865,21.399,61.572,24.455,MAT_BF,SEL_KNN,0,0.000,0.000,0.000
AKAZE,SIFT,1,1327,157,3.745,18.988,55.789,15.209,MAT_BF,SEL_KNN,134,39.059,2953.817,0.237
AKAZE,SIFT,2,1311,161,3.726,18.948,54.807,14.608,MAT_BF,SEL_KNN,134,39.205,3476.891,0.265
AKAZE,SIFT,3,1351,155,3.788,19.137,54.507,13.554,MAT_BF,SEL_KNN,130,38.724,3137.033,0.359
AKAZE,SIFT,4,1360,163,3.867,19.698,51.399,14.042,MAT_BF,SEL_KNN,136,40.609,3606.620,0.376
AKAZE,SIFT,5,1347,164,3.844,19.287,59.017,13.966,MAT_BF,SEL_KNN,137,41.117,3462.255,0.391
AKAZE,SIFT,6,1363,173,3.869,19.698,53.837,15.603,MAT_BF,SEL_KNN,147,37.412,3161.987,0.378
AKAZE,SIFT,7,1331,175,3.913,20.329,54.110,16.232,MAT_BF,SEL_KNN,147,36.844,3069.982,0.520
AKAZE,SIFT,8,1357,177,3.908,20.234,56.588,14.164,MAT_BF,SEL_KNN,154,36.598,3130.156,0.500
AKAZE,SIFT,9,1331,179,3.943,20.835,51.822,22.484,MAT_BF,SEL_KNN,151,34.358,2187.200,0.339

Detector Type,Descriptor Type,Frame#,#KeyPointsPerFrame,#KeyPointsPerROI,NeighborhoodSizeMean,NeighborhoodSizeVariance,DetectorTime(ms),DescriptorTime(ms),Matcher Type,Selector Type,#MatchedPoints,MatchDistancesMean,MatchDistancesVariance,MatchingTime(ms))
SIFT,BRISK,0,1437,138,2.492,22.442,97.922,1.181,MAT_BF,SEL_KNN,0,0.000,0.000,0.000
SIFT,BRISK,1,1371,132,2.545,24.368,110.109,1.073,MAT_BF,SEL_KNN,64,19.203,694.131,0.190
SIFT,BRISK,2,1381,124,2.470,23.081,95.656,1.060,MAT_BF,SEL_KNN,66,16.280,535.459,0.193
SIFT,BRISK,3,1336,138,2.357,18.521,97.876,1.131,MAT_BF,SEL_KNN,63,15.286,463.093,0.220
SIFT,BRISK,4,1303,134,2.360,19.935,108.334,1.123,MAT_BF,SEL_KNN,67,15.306,506.705,0.187
SIFT,BRISK,5,1370,140,2.342,20.055,94.945,1.161,MAT_BF,SEL_KNN,59,17.890,718.318,0.207
SIFT,BRISK,6,1396,137,2.704,27.196,97.506,1.149,MAT_BF,SEL_KNN,64,21.359,893.340,0.215
SIFT,BRISK,7,1382,148,2.311,17.506,97.426,1.212,MAT_BF,SEL_KNN,64,21.195,923.329,0.303
SIFT,BRISK,8,1462,159,2.760,29.059,96.375,1.233,MAT_BF,SEL_KNN,67,17.149,608.336,0.217
SIFT,BRISK,9,1422,137,2.813,28.778,96.813,1.127,MAT_BF,SEL_KNN,80,19.675,742.869,0.203

Detector Type,Descriptor Type,Frame#,#KeyPointsPerFrame,#KeyPointsPerROI,NeighborhoodSizeMean,NeighborhoodSizeVariance,DetectorTime(ms),DescriptorTime(ms),Matcher Type,Selector Type,#MatchedPoints,MatchDistancesMean,MatchDistancesVariance,MatchingTime(ms))
SIFT,BRIEF,0,1437,138,2.492,22.442,96.652,0.726,MAT_BF,SEL_KNN,0,0.000,0.000,0.000
SIFT,BRIEF,1,1371,132,2.545,24.368,96.678,0.658,MAT_BF,SEL_KNN,86,7.744,150.504,0.168
SIFT,BRIEF,2,1381,124,2.470,23.081,96.285,0.917,MAT_BF,SEL_KNN,78,6.910,127.120,0.250
SIFT,BRIEF,3,1336,138,2.357,18.521,99.263,0.729,MAT_BF,SEL_KNN,77,6.630,101.246,0.357
SIFT,BRIEF,4,1303,134,2.360,19.935,98.766,0.785,MAT_BF,SEL_KNN,86,7.285,126.506,0.298
SIFT,BRIEF,5,1370,140,2.342,20.055,104.405,0.807,MAT_BF,SEL_KNN,69,6.522,106.003,0.272
SIFT,BRIEF,6,1396,137,2.704,27.196,99.199,0.728,MAT_BF,SEL_KNN,74,7.176,141.118,0.233
SIFT,BRIEF,7,1382,148,2.311,17.506,96.630,0.702,MAT_BF,SEL_KNN,76,7.454,164.011,0.300
SIFT,BRIEF,8,1462,159,2.760,29.059,98.173,0.819,MAT_BF,SEL_KNN,70,5.679,77.047,0.354
SIFT,BRIEF,9,1422,137,2.813,28.778,100.905,0.757,MAT_BF,SEL_KNN,88,6.790,106.416,0.275

Detector Type,Descriptor Type,Frame#,#KeyPointsPerFrame,#KeyPointsPerROI,NeighborhoodSizeMean,NeighborhoodSizeVariance,DetectorTime(ms),DescriptorTime(ms),Matcher Type,Selector Type,#MatchedPoints,MatchDistancesMean,MatchDistancesVariance,MatchingTime(ms))
SIFT,FREAK,0,1437,138,2.492,22.442,108.737,38.819,MAT_BF,SEL_KNN,0,0.000,0.000,0.000
SIFT,FREAK,1,1371,132,2.545,24.368,103.502,38.072,MAT_BF,SEL_KNN,65,18.569,579.199,0.282
SIFT,FREAK,2,1381,124,2.470,23.081,102.753,37.242,MAT_BF,SEL_KNN,72,18.590,622.214,0.273
SIFT,FREAK,3,1336,138,2.357,18.521,104.034,40.230,MAT_BF,SEL_KNN,65,16.508,426.973,0.229
SIFT,FREAK,4,1303,134,2.360,19.935,111.351,43.244,MAT_BF,SEL_KNN,67,16.224,433.830,0.499
SIFT,FREAK,5,1370,140,2.342,20.055,104.454,38.618,MAT_BF,SEL_KNN,59,17.458,506.706,0.239
SIFT,FREAK,6,1396,137,2.704,27.196,100.766,37.449,MAT_BF,SEL_KNN,59,19.449,653.468,0.252
SIFT,FREAK,7,1382,148,2.311,17.506,102.303,37.706,MAT_BF,SEL_KNN,64,19.461,576.045,0.298
SIFT,FREAK,8,1462,159,2.760,29.059,106.947,37.013,MAT_BF,SEL_KNN,65,18.285,519.096,0.255
SIFT,FREAK,9,1422,137,2.813,28.778,104.118,38.806,MAT_BF,SEL_KNN,79,20.411,667.432,0.338

Detector Type,Descriptor Type,Frame#,#KeyPointsPerFrame,#KeyPointsPerROI,NeighborhoodSizeMean,NeighborhoodSizeVariance,DetectorTime(ms),DescriptorTime(ms),Matcher Type,Selector Type,#MatchedPoints,MatchDistancesMean,MatchDistancesVariance,MatchingTime(ms))
SIFT,SIFT,0,1437,138,2.492,22.442,105.902,100.383,MAT_BF,SEL_KNN,0,0.000,0.000,0.000
SIFT,SIFT,1,1371,132,2.545,24.368,102.863,94.065,MAT_BF,SEL_KNN,82,43.476,3875.942,0.263
SIFT,SIFT,2,1381,124,2.470,23.081,52.646,45.350,MAT_BF,SEL_KNN,81,44.445,4541.982,0.263
SIFT,SIFT,3,1336,138,2.357,18.521,122.247,98.865,MAT_BF,SEL_KNN,86,40.543,3263.786,0.234
SIFT,SIFT,4,1303,134,2.360,19.935,102.464,97.699,MAT_BF,SEL_KNN,94,43.167,3541.563,0.228
SIFT,SIFT,5,1370,140,2.342,20.055,103.590,100.204,MAT_BF,SEL_KNN,90,47.027,4377.116,0.262
SIFT,SIFT,6,1396,137,2.704,27.196,109.865,98.140,MAT_BF,SEL_KNN,81,47.359,5201.993,0.243
SIFT,SIFT,7,1382,148,2.311,17.506,108.451,107.898,MAT_BF,SEL_KNN,82,48.551,5582.716,0.423
SIFT,SIFT,8,1462,159,2.760,29.059,112.399,107.054,MAT_BF,SEL_KNN,102,37.289,2923.153,0.407
SIFT,SIFT,9,1422,137,2.813,28.778,124.019,136.142,MAT_BF,SEL_KNN,104,46.659,4709.843,0.711

